Date,Open,High,Low,Close,Adj Close,Volume
2017-06-29,2.7,2.7,2.65,2.7,2.7,53203
2017-06-30,2.68,2.95,2.68,2.95,2.95,21668
2017-07-03,3.02,3.08,3.0,3.0,3.0,61756
2017-07-04,3.0,3.02,2.99,3.0,3.0,64658
2017-07-05,3.0,3.2,2.99,3.18,3.18,443935
2017-07-06,3.2,3.2,3.13,3.15,3.15,308738
2017-07-07,3.15,3.18,3.06,3.11,3.11,261677
2017-07-10,3.15,3.15,2.85,2.93,2.93,431289
2017-07-11,2.89,3.07,2.89,3.01,3.01,274609
2017-07-12,3.0,3.05,3.0,3.03,3.03,153241
2017-07-13,3.03,3.13,3.03,3.05,3.05,1064230
2017-07-14,3.06,3.14,3.06,3.1,3.1,617484
2017-07-17,3.1,3.1,3.06,3.09,3.09,283953
2017-07-18,3.08,3.1,3.07,3.1,3.1,182952
2017-07-19,3.11,3.11,3.09,3.1,3.1,338625
2017-07-20,3.1,3.1,3.07,3.07,3.07,354679
2017-07-21,3.07,3.1,3.07,3.1,3.1,164878
2017-07-24,3.1,3.1,3.02,3.02,3.02,254877
2017-07-25,3.04,3.1,3.02,3.06,3.06,151920
2017-07-26,3.06,3.1,3.06,3.09,3.09,87030
2017-07-27,3.09,3.1,3.05,3.09,3.09,115770
2017-07-28,3.09,3.1,3.05,3.08,3.08,218704
2017-07-31,3.08,3.1,3.05,3.1,3.1,172067
2017-08-01,3.1,3.1,3.05,3.08,3.08,134267
2017-08-02,3.08,3.08,3.03,3.05,3.05,100719
2017-08-03,3.05,3.07,3.01,3.05,3.05,67434
2017-08-04,3.07,3.08,3.02,3.07,3.07,80827
2017-08-07,3.07,3.07,3.03,3.07,3.07,185869
2017-08-08,3.07,3.07,3.03,3.05,3.05,266708
2017-08-09,3.06,3.08,3.03,3.05,3.05,124166
2017-08-10,3.05,3.07,3.01,3.04,3.04,201082
2017-08-11,3.01,3.01,2.96,2.97,2.97,176465
2017-08-14,2.96,3.04,2.95,3.04,3.04,232646
2017-08-15,3.04,3.05,2.95,3.0,3.0,93835
2017-08-16,3.0,3.01,2.94,3.01,3.01,104383
2017-08-17,3.02,3.04,2.98,3.0,3.0,358010
2017-08-18,3.0,3.05,2.94,3.05,3.05,202072
2017-08-21,3.06,3.1,3.06,3.09,3.09,1255210
2017-08-22,3.09,3.13,3.07,3.09,3.09,1163605
2017-08-23,3.09,3.11,3.08,3.09,3.09,457114
2017-08-24,3.09,3.24,3.05,3.24,3.24,2201751
2017-08-25,3.32,3.64,3.31,3.6,3.6,1787174
2017-08-28,3.62,3.725,3.53,3.54,3.54,772445
2017-08-29,3.56,3.59,3.47,3.53,3.53,798835
2017-08-30,3.58,3.73,3.57,3.66,3.66,1929362
2017-08-31,3.7,3.89,3.66,3.77,3.77,1433269
2017-09-01,3.84,3.9,3.82,3.86,3.86,1212541
2017-09-04,3.89,3.89,3.8,3.85,3.85,381518
2017-09-05,3.84,3.85,3.77,3.84,3.84,502613
